Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2015-07-13,27.1660213470459,27.19385577385191,26.462703401648398,26.48655985655802,44130000
2015-07-14,27.889223098754883,28.12526965301864,27.173975039183617,27.176458901488708,64882000
2015-07-15,27.845481872558594,28.1577754085403,27.674996014279884,27.84100902442781,35692000
2015-07-16,28.821182250976562,28.86243711652743,28.08306941518721,28.089034476636932,95366000
2015-07-17,33.44768524169922,33.52413132526842,32.05943740910099,32.25825638402284,223298000
2015-07-20,32.955108642578125,33.246376550357425,32.45756641645106,32.76722628018195,117218000
2015-07-21,32.91932678222656,33.45116534217605,32.521688845449425,32.56692168710078,67544000
2015-07-22,32.909385681152344,33.73149869390523,32.75530277287498,32.849242076966505,78586000
2015-07-23,32.02364730834961,32.98542911142849,31.860614932557226,32.8681263462539,60582000
2015-07-24,30.99376678466797,32.21699685266095,30.942074010352293,32.15884034846807,72514000
2015-07-27,31.177675247192383,31.52759454774371,30.841671263151827,30.866523157620648,53508000
2015-07-28,31.214454650878906,31.454528458594698,30.981341345375515,31.454528458594698,34546000
2015-07-29,31.40979766845703,31.480874054724854,30.948538732124163,31.254222558558364,31502000
2015-07-30,31.442598342895508,31.573321542197093,30.918713896912852,31.313864129380466,29484000
2015-07-31,31.09566307067871,31.4585060480633,31.09019478156222,31.38245814935172,34122000
2015-08-03,31.374006271362305,31.46576127760392,31.082241581941574,31.082241581941574,26090000
2015-08-04,31.276586532592773,31.55294369885547,31.172704209021227,31.2353316666318,29818000
2015-08-05,31.99879264831543,32.201589567646785,31.470932115440498,31.52908482791939,46686000
2015-08-06,31.94411849975586,32.07827360793125,31.42570041658199,32.05943417617007,31452000
2015-08-07,31.577299118041992,31.94411817096755,31.299451631829687,31.82234445388052,28078000
2015-08-10,31.499263763427734,31.981895258421517,31.375946640236258,31.785065293764173,36184000
2015-08-11,32.843772888183594,33.54559859232304,32.52019579329233,33.26228281864475,100584000
2015-08-12,32.78313064575195,33.053522736014,32.42177611254759,32.9580893412966,58734000
2015-08-13,32.6285514831543,33.0286732783339,32.39051782774289,32.77130341758646,36214000
2015-08-14,32.66184997558594,32.79779117959165,32.44016812712115,32.55697411255364,21442000
2015-08-17,32.848243713378906,32.8735942767461,32.369590189170424,32.64594735535554,21034000
2015-08-18,32.61264419555664,33.003820258067655,32.47993390333689,32.89944116350404,29122000
2015-08-19,32.849735260009766,33.15293331824608,32.51621891281231,32.636009335575736,42682000
2015-08-20,32.150394439697266,32.953622450762865,31.955056674413736,32.579344204214486,57106000
2015-08-21,30.443044662475586,31.813397254705272,30.435589283021784,31.799978709335342,85304000
2015-08-24,29.306297302246094,29.789425560975072,28.085554883853185,28.480705123379074,115406000
2015-08-25,28.931028366088867,30.69007106184665,28.883808441159278,30.563822608525427,70760000
2015-08-26,31.245271682739258,31.398859686578646,29.77550788317452,30.337169787811582,84718000
2015-08-27,31.692119598388672,31.98935260144413,30.91623114658713,31.781089273452597,69826000
2015-08-28,31.332754135131836,31.655834476823234,31.043475178766986,31.45403487844409,39574000
2015-08-31,30.72983741760254,31.602152772642995,30.70150621940791,31.191593096811065,43534000
2015-09-01,29.712881088256836,30.461928603205873,29.52947156602164,29.940031234164312,74042000
2015-09-02,30.535490036010742,30.535490036010742,29.808313797746045,30.1005752558498,51512000
2015-09-03,30.13338279724121,30.802406359735883,29.96294623565603,30.66770707760378,35192000
2015-09-04,29.857521057128906,29.995202863876884,29.586632187675768,29.822728026118007,41780000
2015-09-08,30.55139923095703,30.633412195462384,30.027512836800888,30.44354082512434,45590000
2015-09-09,30.45496940612793,31.140892678576364,30.299891084564997,30.87745918893023,34042000
2015-09-10,30.883920669555664,31.02359146846518,30.390853151626384,30.473859657398087,38106000
2015-09-11,31.10361671447754,31.10411348695232,30.688584168658775,30.804394725861314,27470000
2015-09-14,30.977863311767578,31.10808784787218,30.788488725018418,31.100135696557803,34046000
2015-09-15,31.56934356689453,31.746291240285554,31.00469916685217,31.1498363421186,41688000
2015-09-16,31.611099243164062,31.70901650812216,31.42918003038367,31.58575057511819,25730000
2015-09-17,31.955055236816406,32.35268935638047,31.563382386752274,31.701064200832523,45494000
2015-09-18,31.276586532592773,31.810910804223067,31.16574560262005,31.651359629442116,102668000
2015-09-21,31.584257125854492,31.636446673364603,31.112065439978807,31.532564350785712,35770000
2015-09-22,30.950525283813477,31.19208941578491,30.589669403180466,31.164751762884922,51258000
2015-09-23,30.934123992919922,31.26068363205337,30.81682122373105,30.918716462088305,29418000
2015-09-24,31.1051082611084,31.180657493296287,30.439067216100558,30.649814401655885,44802000
2015-09-25,30.417692184448242,31.30243444687356,30.36947871119512,31.30243444687356,43480000
2015-09-28,29.568737030029297,30.548662366486813,29.294865629662706,30.336673263347215,62554000
2015-09-29,29.572717666625977,30.07125349639432,29.33661991061896,29.68753467941121,46190000
2015-09-30,30.241241455078125,30.258141199054712,29.859014865966504,29.985760101673765,48268000
2015-10-01,30.383893966674805,30.423656619134928,29.815273436694184,30.238756777450995,37352000
2015-10-02,31.160280227661133,31.181652820008996,29.978304957503518,30.180603218270928,53696000
2015-10-05,31.88397979736328,31.9605244719291,31.164753748556468,31.413276502697943,36072000
2015-10-06,32.081302642822266,32.270679123577196,31.63843569905158,31.75325270371842,43326000
2015-10-07,31.92821502685547,32.338226752781935,31.420731612752324,32.27018409318483,41854000
2015-10-08,31.7691593170166,32.03209604417443,31.09317715583714,31.878509930171532,43642000
2015-10-09,31.990341186523438,32.1086374840028,31.578190742813078,31.810907754632716,32974000
